# icr-intercell cell line name dictionary v0.2		
#		
# jamesc@icr.ac.uk, 13th May 2014"		
#		
# This file is used as a dictionary to standardise cell line names in different data sets		
# Cell line names found in the first column (cell_line_name) should be converted to those		
# given in the second column (intercell_name).		
#		
# cell line name sources used:		
#		COSMIC CLP (http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/download -> CosmicCLP_CompleteExport_v68.tsv.gz)
#		CCLE (http://www.broadinstitute.org/ccle/data/browseData -> registration required -> CCLE_sample_info_file_2012-10-18.txt)
#		Intercell (http://www.ncbi.nlm.nih.gov/pubmed/21984977)
#		
# The cell line names used in the Intercell analysis attempt to follow the CCLE naming convention. The CCLE nameing convention comprises		
# the cell line name (containing only numbers and upper case letters) followed by an underscore, followed by the tissue in upper case."		
# Where a cell line was not present in the CCLE data, a best effort was made to use the tissue type as given by the CCLE."		
#		
# Changes:		
# v0.2 - changed 'PANCREAS' to 'PANCREAS' for the Biankin lines (TKCC*)		
# 8th Jan 2015 - added ovarian lines such as TOV21G (in house names)		
#		
#cell_line_name	intercell_name	source
COLO-792	COLO792_SKIN	cosmic_clp
COLO-792	COLO792_SKIN	gdsc_en_input
COLO-800	COLO800_SKIN	cosmic_clp
COLO-800	COLO800_SKIN	gdsc_en_input
COLO-824	COLO824_BREAST	cosmic_clp
COLO-824	COLO824_BREAST	gdsc_en_input
COLO-829	COLO829_SKIN	cosmic_clp
COLO201_LARGE_INTESTINE	COLO201_LARGE_INTESTINE	CCLE
COLO205_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	CCLE
COLO320_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CCLE
COLO668_LUNG	COLO668_LUNG	CCLE
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
COLO678_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CCLE
COLO679_SKIN	COLO679_SKIN	CCLE
COLO680N_OESOPHAGUS	COLO680N_OESOPHAGUS	CCLE
COLO684_ENDOMETRIUM	COLO684_ENDOMETRIUM	CCLE
COLO704_OVARY	COLO704_OVARY	CCLE
COLO741_SKIN	COLO741_SKIN	CCLE
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
COLO783_SKIN	COLO783_SKIN	CCLE
COLO792_SKIN	COLO792_SKIN	CCLE
COLO800_SKIN	COLO800_SKIN	CCLE
COLO818_SKIN	COLO818_SKIN	CCLE
COLO829_SKIN	COLO829_SKIN	CCLE
COLO849_SKIN	COLO849_SKIN	CCLE
COR-L105	CORL105_LUNG	cosmic_clp
COR-L105	CORL105_LUNG	gdsc_en_input
COR-L23	CORL23_LUNG	cosmic_clp
COR-L23	CORL23_LUNG	gdsc_en_input
COR-L279	CORL279_LUNG	cosmic_clp
COR-L279	CORL279_LUNG	gdsc_en_input
COR-L303	CORL303_NS	cosmic_clp
COR-L311	CORL311_LUNG	cosmic_clp
COR-L32	CORL32_NS	cosmic_clp
COR-L321	CORL321_NS	cosmic_clp
COR-L88	CORL88_LUNG	cosmic_clp
COR-L88	CORL88_LUNG	gdsc_en_input
COR-L95	CORL95_LUNG	cosmic_clp
CORL105_LUNG	CORL105_LUNG	CCLE
CORL23_LUNG	CORL23_LUNG	CCLE
CORL24_LUNG	CORL24_LUNG	CCLE
CORL279_LUNG	CORL279_LUNG	CCLE
CORL311_LUNG	CORL311_LUNG	CCLE
CORL47_LUNG	CORL47_LUNG	CCLE
CORL51_LUNG	CORL51_LUNG	CCLE
CORL88_LUNG	CORL88_LUNG	CCLE
CORL95_LUNG	CORL95_LUNG	CCLE
COV318_OVARY	COV318_OVARY	CCLE
COV362_OVARY	COV362_OVARY	CCLE
COV362_OVARY	COV362_OVARY	intercell
COV434_OVARY	COV434_OVARY	CCLE
COV504_OVARY	COV504_OVARY	CCLE
COV504_OVARY	COV504_OVARY	intercell
COV644_OVARY	COV644_OVARY	CCLE
CP50-MEL-B	CP50MELB_SKIN	cosmic_clp
CP66-MEL	CP66MEL_SKIN	cosmic_clp
CP66-MEL	CP66MEL_SKIN	gdsc_en_input
CP67-MEL	CP67MEL_SKIN	cosmic_clp
CP67-MEL	CP67MEL_SKIN	gdsc_en_input
CPC-N	CPCN_LUNG	cosmic_clp
CPC-N	CPCN_LUNG	gdsc_en_input
CPCN_LUNG	CPCN_LUNG	CCLE
CRO-AP2	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
CRO-AP2	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
CROE33_OESOPHAGUS	CROE33_OESOPHAGUS	intercell
CS1	CS1_NS	cosmic_clp
CTB-1	CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
CTB-1	CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
CTV-1	CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
CTV-1	CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
CW-2	CW2_LARGE_INTESTINE	cosmic_clp
CW-2	CW2_LARGE_INTESTINE	gdsc_en_input
CW2_LARGE_INTESTINE	CW2_LARGE_INTESTINE	CCLE
D-245MG	D245MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-247MG	D247MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-247MG	D247MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-263MG	D263MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-263MG	D263MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-283MED	D283MED_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-283MED	D283MED_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-336MG	D336MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-336MG	D336MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-392MG	D392MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-392MG	D392MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-423MG	D423MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-423MG	D423MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-502MG	D502MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-502MG	D502MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-542MG	D542MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-542MG	D542MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D-566MG	D566MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
D-566MG	D566MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
D283MED_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	CCLE
D341MED_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	CCLE
DAN-G	DANG_PANCREAS	cosmic_clp
DANG_PANCREAS	DANG_PANCREAS	CCLE
Daoy	DAOY_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
Daoy	DAOY_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
DAOY_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	CCLE
Daudi	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
Daudi	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
DB	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
DB	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
DBTRG-05MG	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
DBTRG-05MG	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	CCLE
DEL	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
DEL	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
Detroit562	DETROIT562_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
DETROIT562_UPPER_AERODIGESTIVE_TRACT	DETROIT562_UPPER_AERODIGESTIVE_TRACT	CCLE
DFCI024_LUNG	DFCI024_LUNG	CCLE
DG-75	DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
DG-75	DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
DIFI	DIFI_NS	cosmic_clp
DJM-1	DJM1_SKIN	cosmic_clp
DJM-1	DJM1_SKIN	gdsc_en_input
DK-MG	DKMG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
DK-MG	DKMG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
DKMG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	CCLE
DLD1_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	CCLE
DLD1_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	intercell
DM3_PLEURA	DM3_PLEURA	CCLE
DMS-114	DMS114_LUNG	cosmic_clp
DMS-114	DMS114_LUNG	gdsc_en_input
DMS-153	DMS153_LUNG	gdsc_en_input
DMS-273	DMS273_LUNG	cosmic_clp
DMS-273	DMS273_LUNG	gdsc_en_input
DMS-53	DMS53_LUNG	cosmic_clp
DMS-53	DMS53_LUNG	gdsc_en_input
DMS-79	DMS79_LUNG	cosmic_clp
DMS-79	DMS79_LUNG	gdsc_en_input
DMS114_LUNG	DMS114_LUNG	CCLE
DMS153_LUNG	DMS153_LUNG	CCLE
DMS273_LUNG	DMS273_LUNG	CCLE
DMS454_LUNG	DMS454_LUNG	CCLE
DMS53_LUNG	DMS53_LUNG	CCLE
DMS79_LUNG	DMS79_LUNG	CCLE
DND-41	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
DOHH-2	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
DOHH-2	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
DOK	DOK_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
DOK	DOK_UPPER_AERODIGESTIVE_TRACT	gdsc_en_input
DoTc2-4510	DOTC24510_CERVICAL	cosmic_clp
DoTc2-4510	DOTC24510_CERVICAL	gdsc_en_input
DOV13	DOV13_OVARY	cosmic_clp
DSH1	DSH1_URINARY_TRACT	cosmic_clp
DSH1	DSH1_URINARY_TRACT	gdsc_en_input
DU-145	DU145_PROSTATE	cosmic_clp
DU-145	DU145_PROSTATE	gdsc_en_input
DU-4475	DU4475_BREAST	cosmic_clp
DU-4475	DU4475_BREAST	gdsc_en_input
DU145_PROSTATE	DU145_PROSTATE	CCLE
DU4475_BREAST	DU4475_BREAST	CCLE
DU4475_BREAST	DU4475_BREAST	intercell
DV-90	DV90_LUNG	gdsc_en_input
DV90_LUNG	DV90_LUNG	CCLE
EB-3	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
EB-3	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
EB2	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
EB2	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
EBC-1	EBC1_LUNG	cosmic_clp
EBC1_LUNG	EBC1_LUNG	CCLE
EC-GI-10	ECGI10_OESOPHAGUS	cosmic_clp
EC-GI-10	ECGI10_OESOPHAGUS	gdsc_en_input
ECC10	ECC10_STOMACH	cosmic_clp
ECC10_STOMACH	ECC10_STOMACH	CCLE
ECC12	ECC12_STOMACH	cosmic_clp
ECC12	ECC12_STOMACH	gdsc_en_input
ECC12_STOMACH	ECC12_STOMACH	CCLE
ECC4	ECC4_UNKNOWN	gdsc_en_input
ECGI10_OESOPHAGUS	ECGI10_OESOPHAGUS	CCLE
EFE184_ENDOMETRIUM	EFE184_ENDOMETRIUM	CCLE
EFM-19	EFM19_BREAST	cosmic_clp
EFM-19	EFM19_BREAST	gdsc_en_input
EFM-192A	EFM192A_BREAST	cosmic_clp
EFM19_BREAST	EFM19_BREAST	CCLE
EFM192A_BREAST	EFM192A_BREAST	CCLE
EFO-21	EFO21_OVARY	cosmic_clp
EFO-21	EFO21_OVARY	gdsc_en_input
EFO-27	EFO27_OVARY	cosmic_clp
EFO-27	EFO27_OVARY	gdsc_en_input
EFO21_OVARY	EFO21_OVARY	CCLE
EFO27_OVARY	EFO27_OVARY	CCLE
EGI-1	EGI1_BILIARY_TRACT	cosmic_clp
EGI-1	EGI1_BILIARY_TRACT	gdsc_en_input
EHEB	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
EHEB	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
EJM	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
EKVX	EKVX_LUNG	cosmic_clp
EKVX	EKVX_LUNG	gdsc_en_input
EM-2	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
EM-2	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
EMC-BAC-1	EMCBAC1_NS	cosmic_clp
EMC-BAC-2	EMCBAC2_NS	cosmic_clp
EN	EN_ENDOMETRIUM	cosmic_clp
EN_ENDOMETRIUM	EN_ENDOMETRIUM	CCLE
EoL-1-cell	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
EoL-1-cell	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
EPLC-272H	EPLC272H_LUNG	cosmic_clp
EPLC-272H	EPLC272H_LUNG	gdsc_en_input
EPLC272H_LUNG	EPLC272H_LUNG	CCLE
ES-2	ES2_OVARY	cosmic_clp
ES1	ES1_BONE	cosmic_clp
ES1	ES1_BONE	gdsc_en_input
ES2_OVARY	ES2_OVARY	CCLE
ES2_OVARY	ES2_OVARY	intercell
ES3	ES3_BONE	cosmic_clp
ES3	ES3_BONE	gdsc_en_input
ES4	ES4_BONE	cosmic_clp
ES5	ES5_BONE	cosmic_clp
ES5	ES5_BONE	gdsc_en_input
ES6	ES6_BONE	cosmic_clp
ES6	ES6_BONE	gdsc_en_input
ES7	ES7_BONE	cosmic_clp
ES7	ES7_BONE	gdsc_en_input
ES8	ES8_BONE	cosmic_clp
ES8	ES8_BONE	gdsc_en_input
ESO26	ESO26_OESOPHAGUS	cosmic_clp
ESO26_OESOPHAGUS	ESO26_OESOPHAGUS	intercell
ESO51	ESO51_NS	cosmic_clp
ESS-1	ESS1_ENDOMETRIUM	cosmic_clp
ESS-1	ESS1_ENDOMETRIUM	gdsc_en_input
ESS1_ENDOMETRIUM	ESS1_ENDOMETRIUM	CCLE
ETK-1	ETK1_BILIARY_TRACT	cosmic_clp
ETK-1	ETK1_BILIARY_TRACT	gdsc_en_input
EVSA-T	EVSAT_BREAST	cosmic_clp
EVSA-T	EVSAT_BREAST	gdsc_en_input
EVSAT_BREAST	EVSAT_BREAST	CCLE
EW-1	EW1_BONE	cosmic_clp
EW-1	EW1_BONE	gdsc_en_input
EW-11	EW11_BONE	cosmic_clp
EW-11	EW11_BONE	gdsc_en_input
EW-12	EW12_BONE	cosmic_clp
EW-12	EW12_BONE	gdsc_en_input
EW-13	EW13_BONE	cosmic_clp
EW-13	EW13_BONE	gdsc_en_input
EW-16	EW16_BONE	cosmic_clp
EW-16	EW16_BONE	gdsc_en_input
EW-18	EW18_BONE	cosmic_clp
EW-18	EW18_BONE	gdsc_en_input
EW-22	EW22_BONE	cosmic_clp
EW-22	EW22_BONE	gdsc_en_input
EW-24	EW24_BONE	cosmic_clp
EW-24	EW24_BONE	gdsc_en_input
EW-3	EW3_BONE	cosmic_clp
EW-3	EW3_BONE	gdsc_en_input
EW-7	EW7_BONE	cosmic_clp
EW-7	EW7_BONE	gdsc_en_input
EW8_BONE	EW8_BONE	CCLE
EWS502_BONE	EWS502_BONE	CCLE
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
F5_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	CCLE
FADU	FADU_UPPER_AERODIGESTIVE_TRACT	cosmic_clp
FADU	FADU_UPPER_AERODIGESTIVE_TRACT	gdsc_en_input
FADU_UPPER_AERODIGESTIVE_TRACT	FADU_UPPER_AERODIGESTIVE_TRACT	CCLE
Farage	FARAGE_NS	cosmic_clp
FLO-1	FLO1_OESOPHAGUS	cosmic_clp
FLO1_OESOPHAGUS	FLO1_OESOPHAGUS	intercell
FLO1_OESOPHAGUS	FLO1_OESOPHAGUS	intercell
FTC-133	FTC133_THYROID	cosmic_clp
FTC-133	FTC133_THYROID	gdsc_en_input
FTC133_THYROID	FTC133_THYROID	CCLE
FTC238_THYROID	FTC238_THYROID	CCLE
FU-OV-1	FUOV1_OVARY	cosmic_clp
FU97	FU97_STOMACH	cosmic_clp
FU97_STOMACH	FU97_STOMACH	CCLE
FUOV1_OVARY	FUOV1_OVARY	CCLE
G-292 Clone A141B1	G292_BONE	cosmic_clp
G-361	G361_SKIN	cosmic_clp
G-361	G361_SKIN	gdsc_en_input
G-401	G401_SOFT_TISSUE	cosmic_clp
G-401	G401_SOFT_TISSUE	gdsc_en_input
G-402	G402_SOFT_TISSUE	cosmic_clp
G-MEL	GMEL_NS	cosmic_clp
G292_BONE	G292_BONE	intercell
G292CLONEA141B1_BONE	G292_BONE	CCLE
G361_SKIN	G361_SKIN	CCLE
G401_SOFT_TISSUE	G401_SOFT_TISSUE	CCLE
G402_SOFT_TISSUE	G402_SOFT_TISSUE	CCLE
GA-10	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
GAK	GAK_SKIN	cosmic_clp
GAK	GAK_SKIN	gdsc_en_input
GAMG	GAMG_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
GAMG	GAMG_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	CCLE
GB-1	GB1_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
GB1_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	CCLE
GCIY	GCIY_STOMACH	cosmic_clp
GCIY	GCIY_STOMACH	gdsc_en_input
GCIY_STOMACH	GCIY_STOMACH	CCLE
GCT	GCT_SOFT_TISSUE	cosmic_clp
GCT	GCT_SOFT_TISSUE	gdsc_en_input
GCT_SOFT_TISSUE	GCT_SOFT_TISSUE	CCLE
GDM-1	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
GDM-1	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
GI-1	GI1_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
GI-1	GI1_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
GI-ME-N	GIMEN_AUTONOMIC_GANGLIA	cosmic_clp
GI-ME-N	GIMEN_AUTONOMIC_GANGLIA	gdsc_en_input
GI1_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	CCLE
GMS-10	GMS10_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
GMS-10	GMS10_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
GMS10_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	CCLE
GOS3_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	CCLE
GOTO	GOTO_AUTONOMIC_GANGLIA	cosmic_clp
GOTO	GOTO_AUTONOMIC_GANGLIA	gdsc_en_input
GP2D_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	CCLE
GP5d	GP5D_LARGE_INTESTINE	cosmic_clp
GP5d	GP5D_LARGE_INTESTINE	gdsc_en_input
GR-ST	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
GR-ST	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
GRANTA-519	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CCLE
GRM_SKIN	GRM_SKIN	CCLE
GSS_STOMACH	GSS_STOMACH	CCLE
GSU_STOMACH	GSU_STOMACH	CCLE
GT3TKB	GT3TKB_STOMACH	cosmic_clp
GT3TKB	GT3TKB_STOMACH	gdsc_en_input
H-EMC-SS	HEMCSS_BONE	cosmic_clp
H-EMC-SS	HEMCSS_BONE	gdsc_en_input
H11581_URINARY_TRACT	H11581_URINARY_TRACT	intercell
H1299_LUNG	H1299_LUNG	intercell
H1650_LUNG	H1650_LUNG	intercell
H1793_LUNG	H1793_LUNG	intercell
H1838_LUNG	H1838_LUNG	intercell
H1975_LUNG	H1975_LUNG	intercell
H2228_LUNG	H2228_LUNG	intercell
H23_LUNG	H23_LUNG	intercell
H2342_LUNG	H2342_LUNG	intercell
H2369	H2369_NS	cosmic_clp
H2373	H2373_NS	cosmic_clp
H2461	H2461_NS	cosmic_clp
H2591	H2591_NS	cosmic_clp
H2595	H2595_NS	cosmic_clp
H2722	H2722_NS	cosmic_clp
H2731	H2731_NS	cosmic_clp
H2795	H2795_NS	cosmic_clp
H2803	H2803_NS	cosmic_clp
H2804	H2804_NS	cosmic_clp
H2810	H2810_NS	cosmic_clp
H2818	H2818_NS	cosmic_clp
H2869	H2869_NS	cosmic_clp
H290	H290_NS	cosmic_clp
H292_LUNG	H292_LUNG	intercell
H3118	H3118_NS	cosmic_clp
H3255	H3255_NS	cosmic_clp
H358_LUNG	H358_LUNG	intercell
H4	H4_CENTRAL_NERVOUS_SYSTEM	cosmic_clp
H4	H4_CENTRAL_NERVOUS_SYSTEM	gdsc_en_input
H4_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	CCLE
H460_LUNG	H460_LUNG	intercell
H513	H513_NS	cosmic_clp
H727_LUNG	H727_LUNG	intercell
H9	H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
H9	H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HA7-RCC	HA7RCC_KIDNEY	cosmic_clp
HAL-01	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HAL-01	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HARA	HARA_LUNG	cosmic_clp
HARA_LUNG	HARA_LUNG	CCLE
HC-1	HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	cosmic_clp
HC-1	HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gdsc_en_input
HCC-15	HCC15_LUNG	cosmic_clp
HCC-33	HCC33_LUNG	cosmic_clp
HCC-366	HCC366_LUNG	cosmic_clp
HCC-44	HCC44_LUNG	cosmic_clp
HCC-56	HCC56_LARGE_INTESTINE	cosmic_clp
HCC-78	HCC78_LUNG	cosmic_clp
HCC-827	HCC827_LUNG	cosmic_clp
HCC1143	HCC1143_BREAST	cosmic_clp
HCC1143	HCC1143_BREAST	gdsc_en_input
HCC1143_BREAST	HCC1143_BREAST	CCLE
HCC1143_BREAST	HCC1143_BREAST	intercell
HCC1171_LUNG	HCC1171_LUNG	CCLE
HCC1187	HCC1187_BREAST	cosmic_clp
HCC1187	HCC1187_BREAST	gdsc_en_input
HCC1187_BREAST	HCC1187_BREAST	CCLE
HCC1195_LUNG	HCC1195_LUNG	CCLE
HCC1359_LUNG	HCC1359_LUNG	CCLE
HCC1395	HCC1395_BREAST	cosmic_clp
HCC1395	HCC1395_BREAST	gdsc_en_input
HCC1395_BREAST	HCC1395_BREAST	CCLE
HCC1419	HCC1419_BREAST	cosmic_clp
HCC1419	HCC1419_BREAST	gdsc_en_input
HCC1419_BREAST	HCC1419_BREAST	CCLE
HCC1428	HCC1428_BREAST	cosmic_clp
HCC1428_BREAST	HCC1428_BREAST	CCLE
HCC1438_LUNG	HCC1438_LUNG	CCLE
HCC15_LUNG	HCC15_LUNG	CCLE
HCC1500	HCC1500_BREAST	cosmic_clp
HCC1500_BREAST	HCC1500_BREAST	CCLE
HCC1569	HCC1569_BREAST	cosmic_clp
HCC1569_BREAST	HCC1569_BREAST	CCLE
HCC1588_LUNG	HCC1588_LUNG	CCLE
HCC1599	HCC1599_BREAST	cosmic_clp
HCC1599	HCC1599_BREAST	gdsc_en_input
HCC1599_BREAST	HCC1599_BREAST	CCLE
HCC1806	HCC1806_BREAST	cosmic_clp
HCC1806	HCC1806_BREAST	gdsc_en_input
HCC1806_BREAST	HCC1806_BREAST	CCLE
HCC1833_LUNG	HCC1833_LUNG	CCLE
HCC1897_LUNG	HCC1897_LUNG	CCLE
HCC1937	HCC1937_BREAST	cosmic_clp
HCC1937	HCC1937_BREAST	gdsc_en_input
HCC1937_BREAST	HCC1937_BREAST	CCLE
HCC1954	HCC1954_BREAST	cosmic_clp
HCC1954	HCC1954_BREAST	gdsc_en_input
HCC1954_BREAST	HCC1954_BREAST	CCLE
